Q23_1,Extra,emotstab,Open,consc,Agree,Age,ideo,dideo,educ,race,income,gender,partyid,PartyID,infpp,polcar,businessC,socialC,CivicDuty,Candidate,lovePols,issue,supprty,servePub
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1,2,2.799999952316284,2.599999904632568,69,Conservative,Conservative,Some College,Multi-Racial,2,Male,Democrat,Democrat,1,1,3,3,3,5,3,4,3,3
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2,1.571428537368774,2.200000047683716,2,52,Conservative,Conservative,High School,White,3,Male,Republican,Republican,8,3,5,3,5,6,5,6,8,10
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,3,.8571429252624512,3,1.599999904632568,53,Somewhat Liberal,Liberal,Bachelors Degree,White,3,Female,Lean-Democrat,Independent,9,4,4,5,8,6,7,7,4,9
I am open to the possibility of holding elective office in the future.,1.599999904632568,1.75,1.857142925262451,1.799999952316284,2,39,Somewhat Liberal,Liberal,Bachelors Degree,White,3,Male,Democrat,Democrat,9,6,5,6,7,8,6,8,8,8
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.75,1,1.799999952316284,1.599999904632568,70,Conservative,Conservative,High School,White,1,Male,Strong Republican,Republican,0,0,2,0,5,2,3,5,2,0
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.714285612106323,2.400000095367432,2.400000095367432,68,Moderate,Moderate,High School,White,6,Male,Democrat,Democrat,6,1,1,5,7,7,1,9,7,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.25,2,2,2.599999904632568,23,Somewhat Liberal,Liberal,Some College,White,6,Female,Republican,Republican,7,1,8,8,5,2,1,8,6,8
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.75,2.428571462631226,1.799999952316284,2.400000095367432,33,Moderate,Moderate,Some College,Black,1,Male,Lean Republican,Independent,9,9,9,9,9,10,7,9,10,8
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.5,1.285714387893677,2.400000095367432,2,33,Somewhat Conservative,Conservative,High School,Black,1,Female,Democrat,Democrat,8,8,8,7,9,10,6,9,8,9
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,2,1.428571462631226,1.799999952316284,2.200000047683716,51,Somewhat Conservative,Conservative,High School,White,2,Male,Independent,Independent,3,1,5,5,2,3,4,5,4,3
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.75,1.857142925262451,2.799999952316284,2.400000095367432,65,Moderate,Moderate,Graduate Degree,Asian,3,Female,Democrat,Democrat,1,1,4,6,5,5,0,5,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,1,1.5,1,1.599999904632568,1.400000095367432,33,Moderate,Moderate,Bachelors Degree,White,7,Male,Republican,Republican,2,3,8,8,3,3,7,8,4,2
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,.5,2,1.799999952316284,2.799999952316284,64,Liberal,Liberal,High School,Hispanic,1,Female,Strong Democrat,Democrat,0,0,0,0,6,4,5,8,5,0
I have absolutely no interest in holding elective office at any time in the future.,3,2.5,2.571428537368774,2,2.799999952316284,69,Liberal,Liberal,High School,White,1,Female,Strong Democrat,Democrat,8,0,1,2,2,8,3,8,6,8
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2,2,2.400000095367432,2.599999904632568,36,Very Conservative,Conservative,Some College,White,4,Female,Strong Republican,Republican,7,5,6,6,8,8,7,8,5,8
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.25,1.714285612106323,2.200000047683716,3,72,Moderate,Moderate,Some College,White,3,Male,Lean-Democrat,Independent,10,2,5,9,10,5,10,8,8,10
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.5,2.857142925262451,2.799999952316284,2.599999904632568,86,Moderate,Moderate,Bachelors Degree,White,1,Male,Lean-Democrat,Independent,1,0,1,5,5,5,1,5,5,1
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,1.857142925262451,1.200000047683716,3,66,Somewhat Conservative,Conservative,High School,White,2,Female,Republican,Republican,9,0,0,0,9,4,0,9,0,9
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,1.857142925262451,2,2.200000047683716,65,Conservative,Conservative,Some College,White,1,Female,Strong Democrat,Democrat,9,9,9,10,7,8,7,10,9,10
I am open to the possibility of holding elective office in the future.,2.799999952316284,1.75,2.857142925262451,2.799999952316284,2.799999952316284,66,Moderate,Moderate,Some College,Black,2,Female,Strong Democrat,Democrat,5,0,0,0,7,7,0,5,7,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1,2,2.200000047683716,2.400000095367432,25,Moderate,Moderate,Some College,White,2,Female,Independent,Independent,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.75,1.571428537368774,2,2.200000047683716,85,Somewhat Liberal,Liberal,Bachelors Degree,White,1,Male,Strong Democrat,Democrat,7,5,6,5,6,8,6,6,7,6
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.5,2.142857074737549,1.200000047683716,2.799999952316284,30,Liberal,Liberal,Graduate Degree,White,4,Male,Democrat,Democrat,0,0,0,0,0,5,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,.5999999046325684,2,1.428571462631226,2,2.200000047683716,67,Very Liberal,Liberal,Less than High School,Black,1,Male,Strong Democrat,Democrat,1,0,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,2.285714149475098,1.599999904632568,2,32,Somewhat Liberal,Liberal,Bachelors Degree,White,3,Female,Lean-Democrat,Independent,7,2,4,6,5,7,7,9,8,8
I am open to the possibility of holding elective office in the future.,1.599999904632568,.75,1.428571462631226,2,2.200000047683716,70,Moderate,Moderate,Some College,White,2,Male,Democrat,Democrat,9,8,6,6,9,9,8,10,9,9
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,2.428571462631226,2.400000095367432,2,57,Moderate,Moderate,Some College,White,2,Male,Strong Democrat,Democrat,8,6,6,6,8,7,6,9,6,7
I have absolutely no interest in holding elective office at any time in the future.,1,3,1.571428537368774,2.599999904632568,1.599999904632568,81,Somewhat Conservative,Conservative,Some College,White,3,Male,Republican,Republican,1,1,1,1,1,1,1,1,1,1
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.5,1.428571462631226,2.599999904632568,2.599999904632568,79,Moderate,Moderate,High School,White,1,Female,Strong Democrat,Democrat,6,2,3,4,2,7,6,7,8,8
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,1.571428537368774,2.599999904632568,3,70,Very Conservative,Conservative,Some College,White,2,Female,Strong Republican,Republican,5,2,3,3,5,8,2,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.75,2.714285850524902,2.599999904632568,3,28,Liberal,Liberal,Bachelors Degree,White,4,Male,Lean-Democrat,Independent,10,9,9,9,10,9,9,10,9,10
I have absolutely no interest in holding elective office at any time in the future.,2,2.5,1.714285612106323,2.200000047683716,2.599999904632568,46,Moderate,Moderate,High School,White,5,Female,Democrat,Democrat,6,6,6,5,6,7,5,6,5,7
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.5,2.571428537368774,3,3,72,Conservative,Conservative,High School,White,5,Male,Strong Republican,Republican,8,4,7,4,10,7,4,8,6,8
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2.25,2.285714149475098,3,3,45,Moderate,Moderate,Graduate Degree,White,8,Male,Lean-Democrat,Independent,0,0,0,0,0,4,1,5,2,0
I have absolutely no interest in holding elective office at any time in the future.,3,3,2.714285850524902,3,3,70,Very Liberal,Liberal,High School,White,2,Male,Strong Democrat,Democrat,8,7,7,8,8,8,1,8,8,8
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.75,2.142857074737549,2.799999952316284,2.200000047683716,67,Moderate,Moderate,Some College,White,4,Male,Independent,Independent,1,0,1,1,1,1,0,2,1,4
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1,1.571428537368774,2,2.799999952316284,52,Moderate,Moderate,Some College,White,3,Female,Republican,Republican,2,5,1,1,10,2,1,9,2,6
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.5,1.571428537368774,3,1.599999904632568,63,Somewhat Conservative,Conservative,Bachelors Degree,White,2,Male,Independent,Independent,0,0,0,0,5,2,0,3,0,0
I am actively considering running for elective office.,2,1.25,1.857142925262451,2.200000047683716,1.200000047683716,44,Very Liberal,Liberal,Less than High School,White,2,Female,Independent,Independent,3,2,4,3,3,3,3,1,3,5
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2,2.142857074737549,3,2.599999904632568,67,Moderate,Moderate,Some College,White,4,Female,Strong Democrat,Democrat,1,0,0,5,6,3,0,7,1,3
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.75,1.857142925262451,2.200000047683716,2,70,Conservative,Conservative,High School,White,3,Female,Republican,Republican,0,0,0,0,0,0,0,1,0,0
I have absolutely no interest in holding elective office at any time in the future.,3,1,2.714285850524902,2.400000095367432,3,43,Liberal,Liberal,Bachelors Degree,White,10,Female,Strong Democrat,Democrat,1,1,1,5,1,5,9,5,1,1
I have absolutely no interest in holding elective office at any time in the future.,.4000000953674316,1.75,1,1.599999904632568,2,53,Somewhat Liberal,Liberal,Some College,White,1,Female,Lean-Democrat,Independent,0,0,0,0,0,0,0,0,0,0
I am open to the possibility of holding elective office in the future.,1.799999952316284,3,1.714285612106323,2.400000095367432,2.599999904632568,74,Conservative,Conservative,Bachelors Degree,White,4,Male,Strong Republican,Republican,9,7,7,8,9,8,7,8,8,9
I am open to the possibility of holding elective office in the future.,1.200000047683716,2,1.428571462631226,1.799999952316284,2,62,Moderate,Moderate,Some College,White,4,Male,Republican,Republican,6,6,3,3,8,5,5,8,5,9
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2.75,.8571429252624512,1.799999952316284,2.400000095367432,61,Somewhat Conservative,Conservative,Some College,White,1,Male,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,1.571428537368774,2.799999952316284,2.400000095367432,51,Very Conservative,Conservative,Some College,White,3,Male,Strong Republican,Republican,5,1,7,3,6,8,8,5,9,1
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.25,2,2.400000095367432,1.400000095367432,68,Liberal,Liberal,Graduate Degree,White,4,Male,Strong Democrat,Democrat,1,0,0,1,1,5,0,6,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.75,1.571428537368774,2,2.599999904632568,49,Somewhat Conservative,Conservative,High School,White,4,Female,Strong Democrat,Democrat,2,6,2,2,8,9,1,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1,1.428571462631226,2.400000095367432,2.400000095367432,54,Moderate,Moderate,High School,White,6,Female,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.5,2.142857074737549,3,3,61,Very Liberal,Liberal,Graduate Degree,White,8,Male,Strong Democrat,Democrat,5,5,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2,2,2.599999904632568,2.799999952316284,69,Somewhat Conservative,Conservative,Some College,White,4,Female,Lean Republican,Independent,5,2,2,2,3,5,3,5,7,7
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.75,2.142857074737549,2.599999904632568,3,56,Conservative,Conservative,Some College,White,6,Female,Strong Republican,Republican,10,1,1,2,5,2,1,10,2,1
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2.5,2,2.599999904632568,2.599999904632568,44,Very Liberal,Liberal,Some College,White,3,Male,Strong Democrat,Democrat,9,8,5,5,9,6,8,9,10,10
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1,2.571428537368774,2.200000047683716,2.200000047683716,33,Conservative,Conservative,Bachelors Degree,White,10,Female,Strong Republican,Republican,7,8,9,9,7,8,6,9,8,7
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,2,2.200000047683716,2.200000047683716,77,Conservative,Conservative,Bachelors Degree,White,4,Male,Strong Republican,Republican,6,7,6,5,6,6,6,6,6,6
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.75,1.714285612106323,3,1.799999952316284,60,Very Conservative,Conservative,Bachelors Degree,White,8,Male,Strong Republican,Republican,10,0,0,0,4,7,0,10,7,10
I am open to the possibility of holding elective office in the future.,1.599999904632568,1.5,1.857142925262451,2.400000095367432,1.400000095367432,58,Moderate,Moderate,Bachelors Degree,White,6,Male,Strong Democrat,Democrat,5,4,5,5,6,5,4,6,5,6
I have absolutely no interest in holding elective office at any time in the future.,2,2.75,2.285714149475098,2,2,26,Very Liberal,Liberal,Some College,White,3,Male,Strong Democrat,Democrat,5,3,2,3,8,10,3,3,9,6
